start_station_name,start_lat,start_lng,member_casual,count
Morgan St & Pershing Rd,41.8236,-87.6509,casual,15
Morgan St & Pershing Rd,41.8236,-87.6509,member,114
Morgan St & Polk St,41.8717,-87.651,casual,981
Morgan St & Polk St,41.8717,-87.651,member,12562
Museum of Science and Industry,41.7917,-87.5839,casual,2652
Museum of Science and Industry,41.7917,-87.5839,member,1040
Noble St & Milwaukee Ave,41.9007,-87.6626,casual,866
Noble St & Milwaukee Ave,41.9007,-87.6626,member,5765
Normal Ave & Archer Ave,41.8495,-87.6406,casual,153
Normal Ave & Archer Ave,41.8495,-87.6406,member,1018
Oakley Ave & Irving Park Rd,41.9543,-87.6861,casual,311
Oakley Ave & Irving Park Rd,41.9543,-87.6861,member,1488
Oakley Ave & Touhy Ave,42.0123,-87.6882,casual,182
Oakley Ave & Touhy Ave,42.0123,-87.6882,member,266
Ogden Ave & Chicago Ave,41.8964,-87.6541,casual,1430
Ogden Ave & Chicago Ave,41.8964,-87.6541,member,8714
Ogden Ave & Congress Pkwy,41.875,-87.6733,casual,141
Ogden Ave & Congress Pkwy,41.875,-87.6733,member,1441
Ogden Ave & Race Ave,41.8918,-87.6588,casual,834
Ogden Ave & Race Ave,41.8918,-87.6588,member,7308
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,casual,185
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,member,1354
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,casual,1176
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,member,6998
Orleans St & Elm St,41.9029,-87.6377,casual,384
Orleans St & Elm St,41.9029,-87.6377,member,2916
Orleans St & Hubbard St,41.89,-87.6366,casual,728
Orleans St & Hubbard St,41.89,-87.6366,member,5247
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,casual,2602
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,member,21393
Paulina Ave & North Ave,41.9103,-87.6701,casual,1333
Paulina Ave & North Ave,41.9103,-87.6701,member,5647
Paulina St & 18th St,41.8579,-87.6687,casual,585
Paulina St & 18th St,41.8579,-87.6687,member,2872
Paulina St & Flournoy St,41.873,-87.6691,casual,553
Paulina St & Flournoy St,41.873,-87.6691,member,5151
Paulina St & Howard St,42.0192,-87.6736,casual,462
Paulina St & Howard St,42.0192,-87.6736,member,2070
Paulina St & Montrose Ave,41.9615,-87.6714,casual,529
Paulina St & Montrose Ave,41.9615,-87.6714,member,2043
Peoria St & Jackson Blvd,41.8776,-87.6496,casual,1469
Peoria St & Jackson Blvd,41.8776,-87.6496,member,12185
Perry Ave & 69th St,41.7693,-87.6282,casual,30
Perry Ave & 69th St,41.7693,-87.6282,member,85
Phillips Ave & 79th St,41.7518,-87.5652,casual,24
Phillips Ave & 79th St,41.7518,-87.5652,member,42
Phillips Ave & 83rd St,41.7445,-87.5651,casual,27
Phillips Ave & 83rd St,41.7445,-87.5651,member,52
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,casual,1773
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,member,7815
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,casual,2994
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,member,9237
Prairie Ave & 43rd St,41.8167,-87.6194,casual,318
Prairie Ave & 43rd St,41.8167,-87.6194,member,418
Prairie Ave & Garfield Blvd,41.7949,-87.6187,casual,283
Prairie Ave & Garfield Blvd,41.7949,-87.6187,member,1075
Princeton Ave & 47th St,41.8093,-87.6334,casual,60
Princeton Ave & 47th St,41.8093,-87.6334,member,256
Princeton Ave & Garfield Blvd,41.795,-87.6331,casual,45
Princeton Ave & Garfield Blvd,41.795,-87.6331,member,452
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,casual,25
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,member,92
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,casual,150
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,member,538
Pulaski Rd & Lake St,41.8854,-87.7265,casual,31
Pulaski Rd & Lake St,41.8854,-87.7265,member,94
Racine Ave & 13th St,41.8651,-87.657,casual,196
Racine Ave & 13th St,41.8651,-87.657,member,893
Racine Ave & 15th St,41.8613,-87.6566,casual,239
Racine Ave & 15th St,41.8613,-87.6566,member,1562
Racine Ave & 18th St,41.8582,-87.6565,casual,984
Racine Ave & 18th St,41.8582,-87.6565,member,3966
Racine Ave & 35th St,41.8307,-87.656,casual,137
Racine Ave & 35th St,41.8307,-87.656,member,574
Racine Ave & 61st St,41.7832,-87.6544,casual,6
Racine Ave & 61st St,41.7832,-87.6544,member,4
Racine Ave & Belmont Ave,41.9397,-87.6589,casual,1924
Racine Ave & Belmont Ave,41.9397,-87.6589,member,5496
Racine Ave & Congress Pkwy,41.8746,-87.657,casual,514
Racine Ave & Congress Pkwy,41.8746,-87.657,member,5751
Racine Ave & Fullerton Ave,41.9256,-87.6584,casual,1393
Racine Ave & Fullerton Ave,41.9256,-87.6584,member,8005
Racine Ave & Garfield Blvd,41.7942,-87.6551,casual,62
Racine Ave & Garfield Blvd,41.7942,-87.6551,member,234
Racine Ave & Randolph St,41.8841,-87.6569,casual,727
Racine Ave & Randolph St,41.8841,-87.6569,member,4929
Racine Ave & Washington Blvd (*),41.8831,-87.657,casual,407
Racine Ave & Washington Blvd (*),41.8831,-87.657,member,4024
Racine Ave & Wrightwood Ave,41.9289,-87.659,casual,972
Racine Ave & Wrightwood Ave,41.9289,-87.659,member,4485
Rainbow Beach,41.7579,-87.5494,casual,98
Rainbow Beach,41.7579,-87.5494,member,76
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,casual,332
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,member,2487
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,casual,670
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,member,3720
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,casual,1499
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,member,13577
Rhodes Ave & 32nd St,41.8362,-87.6135,casual,549
Rhodes Ave & 32nd St,41.8362,-87.6135,member,1431
Richmond St & Diversey Ave,41.9319,-87.7012,casual,564
Richmond St & Diversey Ave,41.9319,-87.7012,member,1760
Ridge Blvd & Howard St,42.0193,-87.6845,casual,170
Ridge Blvd & Howard St,42.0193,-87.6845,member,373
Ridge Blvd & Touhy Ave,42.0121,-87.6829,casual,174
Ridge Blvd & Touhy Ave,42.0121,-87.6829,member,634
Ritchie Ct & Banks St,41.9069,-87.6262,casual,2164
Ritchie Ct & Banks St,41.9069,-87.6262,member,6293
Rockwell St & Eastwood Ave,41.9659,-87.6936,casual,308
Rockwell St & Eastwood Ave,41.9659,-87.6936,member,1524
Rush St & Cedar St,41.9023,-87.6277,casual,3851
Rush St & Cedar St,41.9023,-87.6277,member,9142
Rush St & Hubbard St,41.8902,-87.6262,casual,1524
Rush St & Hubbard St,41.8902,-87.6262,member,9569
Rush St & Superior St,41.8958,-87.6259,casual,2900
Rush St & Superior St,41.8958,-87.6259,member,11337
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,casual,44
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,member,509
Sangamon St & Washington Blvd,41.8832,-87.6511,casual,660
Sangamon St & Washington Blvd,41.8832,-87.6511,member,5265
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,casual,242
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,member,714
Sedgwick St & Huron St,41.8947,-87.6384,casual,1340
Sedgwick St & Huron St,41.8947,-87.6384,member,13243
Sedgwick St & North Ave,41.9114,-87.6387,casual,2361
Sedgwick St & North Ave,41.9114,-87.6387,member,11963
Sedgwick St & Schiller St,41.9076,-87.6386,casual,644
Sedgwick St & Schiller St,41.9076,-87.6386,member,3314
Sedgwick St & Webster Ave,41.9222,-87.6389,casual,2600
Sedgwick St & Webster Ave,41.9222,-87.6389,member,9328
Seeley Ave & Garfield Blvd,41.7941,-87.6755,casual,17
Seeley Ave & Garfield Blvd,41.7941,-87.6755,member,4
Seeley Ave & Roscoe St,41.9434,-87.6796,casual,727
Seeley Ave & Roscoe St,41.9434,-87.6796,member,2972
Shedd Aquarium,41.8672,-87.6154,casual,20778
Shedd Aquarium,41.8672,-87.6154,member,5860
Sheffield Ave & Fullerton Ave,41.9256,-87.6537,casual,3023
Sheffield Ave & Fullerton Ave,41.9256,-87.6537,member,15195
Sheffield Ave & Kingsbury St,41.9105,-87.6531,casual,1626
Sheffield Ave & Kingsbury St,41.9105,-87.6531,member,10428
Sheffield Ave & Waveland Ave,41.9494,-87.6545,casual,4409
Sheffield Ave & Waveland Ave,41.9494,-87.6545,member,7959
Sheffield Ave & Webster Ave,41.9215,-87.6538,casual,2149
Sheffield Ave & Webster Ave,41.9215,-87.6538,member,9666
Sheffield Ave & Wellington Ave,41.9363,-87.6527,casual,2153
Sheffield Ave & Wellington Ave,41.9363,-87.6527,member,10407
Sheffield Ave & Willow St,41.9137,-87.6529,casual,1263
Sheffield Ave & Willow St,41.9137,-87.6529,member,8163
Sheffield Ave & Wrightwood Ave,41.9287,-87.6538,casual,1731
Sheffield Ave & Wrightwood Ave,41.9287,-87.6538,member,7017
Sheridan Rd & Buena Ave,41.9585,-87.655,casual,842
Sheridan Rd & Buena Ave,41.9585,-87.655,member,3758
Sheridan Rd & Columbia Ave,42.0046,-87.6614,casual,434
Sheridan Rd & Columbia Ave,42.0046,-87.6614,member,1374
Sheridan Rd & Greenleaf Ave,42.0106,-87.6624,casual,455
Sheridan Rd & Greenleaf Ave,42.0106,-87.6624,member,1170
Sheridan Rd & Irving Park Rd,41.9542,-87.6544,casual,1607
Sheridan Rd & Irving Park Rd,41.9542,-87.6544,member,10976
Sheridan Rd & Lawrence Ave,41.9695,-87.6547,casual,890
Sheridan Rd & Lawrence Ave,41.9695,-87.6547,member,2685
Sheridan Rd & Loyola Ave,42.001,-87.6612,casual,1176
Sheridan Rd & Loyola Ave,42.001,-87.6612,member,2573
Sheridan Rd & Montrose Ave,41.9617,-87.6546,casual,1574
Sheridan Rd & Montrose Ave,41.9617,-87.6546,member,5973
Sheridan Rd & Noyes St (NU),42.0582,-87.6774,casual,720
Sheridan Rd & Noyes St (NU),42.0582,-87.6774,member,2376
Shields Ave & 28th Pl,41.8427,-87.6355,casual,146
Shields Ave & 28th Pl,41.8427,-87.6355,member,880
Shields Ave & 31st St,41.8385,-87.6354,casual,153
Shields Ave & 31st St,41.8385,-87.6354,member,1838
Shields Ave & 43rd St,41.8162,-87.6348,casual,10
Shields Ave & 43rd St,41.8162,-87.6348,member,19
Shore Dr & 55th St,41.7952,-87.5807,casual,2709
Shore Dr & 55th St,41.7952,-87.5807,member,4729
Smith Park (*),41.892,-87.6894,casual,260
Smith Park (*),41.892,-87.6894,member,780
South Chicago Ave & 83rd St,41.7439,-87.5752,casual,25
South Chicago Ave & 83rd St,41.7439,-87.5752,member,10
South Shore Dr & 67th St,41.7736,-87.5675,casual,349
South Shore Dr & 67th St,41.7736,-87.5675,member,316
South Shore Dr & 71st St,41.7664,-87.5657,casual,372
South Shore Dr & 71st St,41.7664,-87.5657,member,571
South Shore Dr & 74th St,41.7622,-87.5593,casual,129
South Shore Dr & 74th St,41.7622,-87.5593,member,197
Southport Ave & Belmont Ave,41.9395,-87.6638,casual,1026
Southport Ave & Belmont Ave,41.9395,-87.6638,member,4734
Southport Ave & Clark St,41.9571,-87.6642,casual,440
Southport Ave & Clark St,41.9571,-87.6642,member,2314
Southport Ave & Clybourn Ave,41.9208,-87.6637,casual,1492
Southport Ave & Clybourn Ave,41.9208,-87.6637,member,7086
Southport Ave & Irving Park Rd,41.9542,-87.6644,casual,984
Southport Ave & Irving Park Rd,41.9542,-87.6644,member,4767
Southport Ave & Roscoe St,41.9437,-87.664,casual,2464
Southport Ave & Roscoe St,41.9437,-87.664,member,10132
Southport Ave & Waveland Ave,41.9482,-87.6639,casual,2598
Southport Ave & Waveland Ave,41.9482,-87.6639,member,8617
Southport Ave & Wellington Ave,41.9357,-87.6636,casual,1731
Southport Ave & Wellington Ave,41.9357,-87.6636,member,8255
Southport Ave & Wrightwood Ave,41.9288,-87.6639,casual,1453
Southport Ave & Wrightwood Ave,41.9288,-87.6639,member,5393
Spaulding Ave & Armitage Ave,41.9171,-87.7102,casual,839
Spaulding Ave & Armitage Ave,41.9171,-87.7102,member,2705
Spaulding Ave & Division St,41.9027,-87.7092,casual,272
Spaulding Ave & Division St,41.9027,-87.7092,member,666
St. Clair St & Erie St,41.8944,-87.6227,casual,4666
St. Clair St & Erie St,41.8944,-87.6227,member,17717
St. Louis Ave & Balmoral Ave,41.9804,-87.7161,casual,181
St. Louis Ave & Balmoral Ave,41.9804,-87.7161,member,558
State St & 19th St,41.8566,-87.6275,casual,764
State St & 19th St,41.8566,-87.6275,member,1942
State St & 29th St,41.8417,-87.6269,casual,164
State St & 29th St,41.8417,-87.6269,member,542
State St & 33rd St,41.8347,-87.6258,casual,596
State St & 33rd St,41.8347,-87.6258,member,5916
State St & 35th St,41.8309,-87.628,casual,369
State St & 35th St,41.8309,-87.628,member,2353
State St & 54th St,41.7966,-87.6259,casual,32
State St & 54th St,41.7966,-87.6259,member,63
State St & 76th St,41.757,-87.6246,casual,31
State St & 76th St,41.757,-87.6246,member,43
State St & 79th St,41.7508,-87.6244,casual,46
State St & 79th St,41.7508,-87.6244,member,200
State St & Harrison St,41.8741,-87.6277,casual,1955
State St & Harrison St,41.8741,-87.6277,member,5942
State St & Kinzie St,41.8892,-87.6278,casual,3280
State St & Kinzie St,41.8892,-87.6278,member,15442
State St & Pearson St,41.8974,-87.6287,casual,2173
State St & Pearson St,41.8974,-87.6287,member,9285
State St & Pershing Rd,41.823,-87.6266,casual,57
State St & Pershing Rd,41.823,-87.6266,member,166
State St & Randolph St,41.8847,-87.6277,casual,3764
State St & Randolph St,41.8847,-87.6277,member,15933
State St & Van Buren St,41.8772,-87.6278,casual,2252
State St & Van Buren St,41.8772,-87.6278,member,8808
Stave St & Armitage Ave,41.9177,-87.6914,casual,458
Stave St & Armitage Ave,41.9177,-87.6914,member,2119
Stetson Ave & South Water St,41.8868,-87.6223,casual,2390
Stetson Ave & South Water St,41.8868,-87.6223,member,10201
Stewart Ave & 63rd St (*),41.7798,-87.6348,casual,3
Stewart Ave & 63rd St (*),41.7798,-87.6348,member,36
Stockton Dr & Wrightwood Ave,41.9313,-87.6387,casual,3547
Stockton Dr & Wrightwood Ave,41.9313,-87.6387,member,7644
Stony Island Ave & 64th St,41.7789,-87.5866,casual,156
Stony Island Ave & 64th St,41.7789,-87.5866,member,87
Stony Island Ave & 67th St,41.7735,-87.5853,casual,143
Stony Island Ave & 67th St,41.7735,-87.5853,member,72
Stony Island Ave & 71st St,41.7665,-87.5865,casual,82
Stony Island Ave & 71st St,41.7665,-87.5865,member,182
Stony Island Ave & 75th St,41.7587,-87.5869,casual,44
Stony Island Ave & 75th St,41.7587,-87.5869,member,85
Stony Island Ave & 82nd St,41.7466,-87.586,casual,34
Stony Island Ave & 82nd St,41.7466,-87.586,member,35
Stony Island Ave & South Chicago Ave,41.7512,-87.5853,casual,10
Stony Island Ave & South Chicago Ave,41.7512,-87.5853,member,18
Streeter Dr & Grand Ave,41.8923,-87.612,casual,53407
Streeter Dr & Grand Ave,41.8923,-87.612,member,14951
Talman Ave & Addison St,41.9466,-87.6946,casual,447
Talman Ave & Addison St,41.9466,-87.6946,member,1965
Theater on the Lake,41.9263,-87.6308,casual,15361
Theater on the Lake,41.9263,-87.6308,member,17295
Throop (Loomis) St & Taylor St,41.869,-87.6591,casual,365
Throop (Loomis) St & Taylor St,41.869,-87.6591,member,3699
Throop St & 52nd St,41.7997,-87.6572,casual,23
Throop St & 52nd St,41.7997,-87.6572,member,22
Troy St & Elston Ave,41.9452,-87.7067,casual,365
Troy St & Elston Ave,41.9452,-87.7067,member,1571
Troy St & North Ave,41.9098,-87.7053,casual,514
Troy St & North Ave,41.9098,-87.7053,member,1063
Union Ave & Root St,41.8191,-87.6433,casual,86
Union Ave & Root St,41.8191,-87.6433,member,189
University Ave & 57th St,41.7915,-87.5999,casual,1655
University Ave & 57th St,41.7915,-87.5999,member,10769
University Library (NU),42.0529,-87.6734,casual,581
University Library (NU),42.0529,-87.6734,member,1856
Valli Produce - Evanston Plaza,42.0397,-87.6994,casual,111
Valli Produce - Evanston Plaza,42.0397,-87.6994,member,333
Vernon Ave & 75th St,41.7584,-87.6141,casual,57
Vernon Ave & 75th St,41.7584,-87.6141,member,88
Vernon Ave & 79th St,41.7509,-87.6138,casual,29
Vernon Ave & 79th St,41.7509,-87.6138,member,50
Wabash Ave & 16th St,41.8604,-87.6258,casual,1538
Wabash Ave & 16th St,41.8604,-87.6258,member,7873
Wabash Ave & 83rd St,41.7433,-87.6228,casual,12
Wabash Ave & 83rd St,41.7433,-87.6228,member,27
Wabash Ave & 87th St,41.7366,-87.6226,casual,49
Wabash Ave & 87th St,41.7366,-87.6226,member,88
Wabash Ave & 9th St,41.8708,-87.6257,casual,2678
Wabash Ave & 9th St,41.8708,-87.6257,member,10221
Wabash Ave & Adams St,41.8795,-87.6257,casual,2169
Wabash Ave & Adams St,41.8795,-87.6257,member,9215
Wabash Ave & Cermak Rd,41.8526,-87.6265,casual,886
Wabash Ave & Cermak Rd,41.8526,-87.6265,member,2162
Wabash Ave & Grand Ave,41.8915,-87.6268,casual,6295
Wabash Ave & Grand Ave,41.8915,-87.6268,member,18510
Wabash Ave & Roosevelt Rd,41.8672,-87.626,casual,3875
Wabash Ave & Roosevelt Rd,41.8672,-87.626,member,16323
Wabash Ave & Wacker Pl,41.8869,-87.626,casual,4306
Wabash Ave & Wacker Pl,41.8869,-87.626,member,7770
Wacker Dr & Washington St,41.8831,-87.6373,casual,1307
Wacker Dr & Washington St,41.8831,-87.6373,member,14499
Wallace St & 35th St,41.8306,-87.6413,casual,239
Wallace St & 35th St,41.8306,-87.6413,member,982
Walsh Park,41.9146,-87.668,casual,1091
Walsh Park,41.9146,-87.668,member,2489
Warren Park East,42.0046,-87.6807,casual,151
Warren Park East,42.0046,-87.6807,member,767
Warren Park West,42.0018,-87.6888,casual,298
Warren Park West,42.0018,-87.6888,member,419
Washtenaw Ave & Lawrence Ave,41.969,-87.696,casual,335
Washtenaw Ave & Lawrence Ave,41.969,-87.696,member,1540
Washtenaw Ave & Ogden Ave,41.8619,-87.6935,casual,207
Washtenaw Ave & Ogden Ave,41.8619,-87.6935,member,585
Wells St & 19th St,41.8568,-87.6339,casual,927
Wells St & 19th St,41.8568,-87.6339,member,1271
Wells St & Concord Ln,41.9121,-87.6347,casual,4468
Wells St & Concord Ln,41.9121,-87.6347,member,19067
Wells St & Elm St,41.9032,-87.6343,casual,2559
Wells St & Elm St,41.9032,-87.6343,member,13254
Wells St & Evergreen Ave,41.9067,-87.6348,casual,3159
Wells St & Evergreen Ave,41.9067,-87.6348,member,11920
Wells St & Hubbard St,41.8899,-87.6343,casual,3400
Wells St & Hubbard St,41.8899,-87.6343,member,17430
Wells St & Huron St,41.8947,-87.6344,casual,3156
Wells St & Huron St,41.8947,-87.6344,member,21692
Wells St & Polk St,41.8726,-87.6335,casual,1454
Wells St & Polk St,41.8726,-87.6335,member,7266
Wells St & Walton St,41.8999,-87.6344,casual,1336
Wells St & Walton St,41.8999,-87.6344,member,6485
Wentworth Ave & 24th St (Temp),41.8501,-87.6321,casual,284
Wentworth Ave & 24th St (Temp),41.8501,-87.6321,member,773
Wentworth Ave & 33rd St,41.8345,-87.6318,casual,251
Wentworth Ave & 33rd St,41.8345,-87.6318,member,1126
Wentworth Ave & 35th St,41.8308,-87.6325,casual,487
Wentworth Ave & 35th St,41.8308,-87.6325,member,1256
Wentworth Ave & 63rd St,41.7801,-87.6297,casual,40
Wentworth Ave & 63rd St,41.7801,-87.6297,member,99
Wentworth Ave & Cermak Rd (Temp),41.853,-87.6306,casual,1293
Wentworth Ave & Cermak Rd (Temp),41.853,-87.6306,member,2548
Western Ave & 21st St,41.8541,-87.6858,casual,165
Western Ave & 21st St,41.8541,-87.6858,member,1031
Western Ave & 24th St,41.8485,-87.6851,casual,85
Western Ave & 24th St,41.8485,-87.6851,member,484
Western Ave & 28th St,41.8415,-87.6851,casual,55
Western Ave & 28th St,41.8415,-87.6851,member,161
Western Ave & Congress Pkwy,41.8747,-87.6864,casual,317
Western Ave & Congress Pkwy,41.8747,-87.6864,member,1548
Western Ave & Division St,41.9029,-87.6873,casual,852
Western Ave & Division St,41.9029,-87.6873,member,3571
Western Ave & Fillmore St (*),41.8686,-87.6862,casual,219
Western Ave & Fillmore St (*),41.8686,-87.6862,member,2609
Western Ave & Granville Ave,41.9942,-87.6894,casual,145
Western Ave & Granville Ave,41.9942,-87.6894,member,673
Western Ave & Howard St,42.0189,-87.69,casual,168
Western Ave & Howard St,42.0189,-87.69,member,647
Western Ave & Leland Ave,41.9665,-87.6884,casual,882
Western Ave & Leland Ave,41.9665,-87.6884,member,4591
Western Ave & Lunt Ave,42.0086,-87.6905,casual,212
Western Ave & Lunt Ave,42.0086,-87.6905,member,1095
Western Ave & Monroe St,41.8798,-87.6861,casual,277
Western Ave & Monroe St,41.8798,-87.6861,member,1421
Western Ave & Roscoe St,41.943,-87.6873,casual,291
Western Ave & Roscoe St,41.943,-87.6873,member,2330
Western Ave & Walton St,41.8984,-87.6866,casual,874
Western Ave & Walton St,41.8984,-87.6866,member,5396
Western Ave & Winnebago Ave,41.9155,-87.687,casual,1464
Western Ave & Winnebago Ave,41.9155,-87.687,member,7251
Western Blvd & 48th Pl,41.8057,-87.6834,casual,59
Western Blvd & 48th Pl,41.8057,-87.6834,member,184
Wilton Ave & Belmont Ave,41.9402,-87.653,casual,3888
Wilton Ave & Belmont Ave,41.9402,-87.653,member,14978
Wilton Ave & Diversey Pkwy,41.9324,-87.6527,casual,2114
Wilton Ave & Diversey Pkwy,41.9324,-87.6527,member,13588
Winchester (Ravenswood) Ave & Balmoral Ave,41.9798,-87.6775,casual,340
Winchester (Ravenswood) Ave & Balmoral Ave,41.9798,-87.6775,member,1560
Winchester Ave & Elston Ave,41.9241,-87.6765,casual,597
Winchester Ave & Elston Ave,41.9241,-87.6765,member,2415
Winthrop Ave & Lawrence Ave,41.9688,-87.6577,casual,795
Winthrop Ave & Lawrence Ave,41.9688,-87.6577,member,3403
Wolcott (Ravenswood) Ave & Montrose Ave,41.9614,-87.6762,casual,417
Wolcott (Ravenswood) Ave & Montrose Ave,41.9614,-87.6762,member,2350
Wolcott Ave & Fargo Ave,42.017,-87.6777,casual,40
Wolcott Ave & Fargo Ave,42.017,-87.6777,member,218
Wolcott Ave & Polk St,41.8713,-87.6737,casual,582
Wolcott Ave & Polk St,41.8713,-87.6737,member,8848
Wood St & 35th St,41.8301,-87.6703,casual,85
Wood St & 35th St,41.8301,-87.6703,member,250
Wood St & Augusta Blvd,41.8992,-87.6722,casual,483
Wood St & Augusta Blvd,41.8992,-87.6722,member,5015
Wood St & Chicago Ave (*),41.8956,-87.6721,casual,519
Wood St & Chicago Ave (*),41.8956,-87.6721,member,4425
Wood St & Hubbard St,41.8899,-87.6715,casual,488
Wood St & Hubbard St,41.8899,-87.6715,member,3468
Wood St & Milwaukee Ave,41.9077,-87.6726,casual,1859
Wood St & Milwaukee Ave,41.9077,-87.6726,member,8538
Wood St & Taylor St,41.8692,-87.671,casual,280
Wood St & Taylor St,41.8692,-87.671,member,5741
Woodlawn Ave & 55th St,41.7953,-87.5965,casual,608
Woodlawn Ave & 55th St,41.7953,-87.5965,member,3584
Woodlawn Ave & 75th St,41.7592,-87.5958,casual,34
Woodlawn Ave & 75th St,41.7592,-87.5958,member,16
Woodlawn Ave & Lake Park Ave,41.8141,-87.597,casual,304
Woodlawn Ave & Lake Park Ave,41.8141,-87.597,member,1078
Yates Blvd & 75th St,41.7588,-87.5664,casual,48
Yates Blvd & 75th St,41.7588,-87.5664,member,69
