ride_id,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,member_casual,quarter,starting_time,ending_time,date,month,day,year,day_of_week,reverse,no_time,same_station,errors,trip_duration,short_trip,user_error
279F7DB076FD4444,2020-01-09 21:00:22,2020-04-27 12:30:46,Stony Island Ave & 75th St,270,South Shore Dr & 67th St,355.0,casual,1,2020-01-09 21:00:22,2020-04-27 12:30:46,2020-01-09,01,09,2020,Thursday,No,No,No,No,9387024.0,No,No
23798837,2019-07-16 18:17:58,2019-10-29 14:01:52,Ellis Ave & 53rd St,418,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-07-16 18:17:58,2019-10-29 14:01:52,2019-07-16,07,16,2019,Tuesday,No,No,No,No,9056634.0,No,No
377B59F0A27BB4CB,2020-02-02 17:18:57,2020-05-12 16:15:42,Drake Ave & Fullerton Ave,503,Noble St & Milwaukee Ave,29.0,casual,1,2020-02-02 17:18:57,2020-05-12 16:15:42,2020-02-02,02,02,2020,Sunday,No,No,No,No,8636205.0,No,No
25302386,2019-10-06 13:57:02,2020-01-13 21:55:24,Kedzie Ave & Roosevelt Rd,435,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,4,2019-10-06 13:57:02,2020-01-13 21:55:24,2019-10-06,10,06,2019,Sunday,No,No,No,No,8582302.0,No,No
23889502,2019-07-22 12:09:36,2019-10-25 10:56:54,Sheridan Rd & Loyola Ave,451,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-07-22 12:09:36,2019-10-25 10:56:54,2019-07-22,07,22,2019,Monday,No,No,No,No,8203638.0,No,No
25487192,2019-10-19 15:14:50,2020-01-21 13:54:35,Cicero Ave & Lake St,529,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,4,2019-10-19 15:14:50,2020-01-21 13:54:35,2019-10-19,10,19,2019,Saturday,No,No,No,No,8116785.0,No,No
23710210,2019-07-12 13:08:10,2019-10-12 10:32:18,Wood St & Taylor St,317,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-07-12 13:08:10,2019-10-12 10:32:18,2019-07-12,07,12,2019,Friday,No,No,No,No,7939448.0,No,No
24107150,2019-08-01 18:45:47,2019-10-29 12:36:57,Rush St & Superior St,161,Knox Ave & Montrose Ave,592.0,casual,3,2019-08-01 18:45:47,2019-10-29 12:36:57,2019-08-01,08,01,2019,Thursday,No,No,No,No,7667470.0,No,No
23661214,2019-07-10 10:25:13,2019-10-06 11:26:25,Morgan St & Lake St,71,Wilton Ave & Belmont Ave,117.0,casual,3,2019-07-10 10:25:13,2019-10-06 11:26:25,2019-07-10,07,10,2019,Wednesday,No,No,No,No,7606872.0,No,No
23648641,2019-07-09 17:28:05,2019-10-04 18:55:47,Cornell Ave & Hyde Park Blvd,417,Paulina St & 18th St,205.0,casual,3,2019-07-09 17:28:05,2019-10-04 18:55:47,2019-07-09,07,09,2019,Tuesday,No,No,No,No,7522062.0,No,No
23801970,2019-07-16 20:44:13,2019-10-10 18:01:25,Lake Park Ave & 53rd St,419,Wentworth Ave & 63rd St,390.0,casual,3,2019-07-16 20:44:13,2019-10-10 18:01:25,2019-07-16,07,16,2019,Tuesday,No,No,No,No,7420632.0,No,No
24194299,2019-08-05 17:13:20,2019-10-28 14:29:10,Michigan Ave & 8th St,623,Franklin St & Lake St,164.0,casual,3,2019-08-05 17:13:20,2019-10-28 14:29:10,2019-08-05,08,05,2019,Monday,No,No,No,No,7247750.0,No,No
ABA59A8FED82A85C,2020-02-28 08:47:09,2020-05-19 20:10:34,Oakley Ave & Touhy Ave,526,Clark St & Schreiber Ave,453.0,casual,1,2020-02-28 08:47:09,2020-05-19 20:10:34,2020-02-28,02,28,2020,Friday,No,No,No,No,7039405.0,No,No
23723936,2019-07-12 22:44:18,2019-10-01 09:44:05,Financial Pl & Ida B Wells Dr,89,McCormick Place,62.0,casual,3,2019-07-12 22:44:18,2019-10-01 09:44:05,2019-07-12,07,12,2019,Friday,No,No,No,No,6951587.0,No,No
23836329,2019-07-19 05:42:57,2019-10-07 13:38:42,Financial Pl & Ida B Wells Dr,89,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-07-19 05:42:57,2019-10-07 13:38:42,2019-07-19,07,19,2019,Friday,No,No,No,No,6940545.0,No,No
24106513,2019-08-01 18:24:31,2019-10-18 20:10:20,Kedzie Ave & Roosevelt Rd,435,Central Park Ave & Ogden Ave,438.0,casual,3,2019-08-01 18:24:31,2019-10-18 20:10:20,2019-08-01,08,01,2019,Thursday,No,No,No,No,6745549.0,No,No
24331742,2019-08-11 21:41:28,2019-10-27 15:19:03,Conservatory Dr & Lake St,518,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-11 21:41:28,2019-10-27 15:19:03,2019-08-11,08,11,2019,Sunday,No,No,No,No,6629855.0,No,No
23660988,2019-07-10 09:59:28,2019-09-23 17:48:32,Jeffery Blvd & 76th St,395,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-07-10 09:59:28,2019-09-23 17:48:32,2019-07-10,07,10,2019,Wednesday,No,No,No,No,6508144.0,No,No
24314104,2019-08-11 00:40:05,2019-10-24 07:47:09,Franklin St & Chicago Ave (Temp),31,Kedzie Ave & Harrison St,433.0,casual,3,2019-08-11 00:40:05,2019-10-24 07:47:09,2019-08-11,08,11,2019,Sunday,No,No,No,No,6419224.0,No,No
25274293,2019-10-04 10:29:23,2019-12-14 18:05:37,Prairie Ave & 43rd St,410,Wentworth Ave & Cermak Rd (Temp),120.0,casual,4,2019-10-04 10:29:23,2019-12-14 18:05:37,2019-10-04,10,04,2019,Friday,No,No,No,No,6161774.0,No,No
24354530,2019-08-13 14:33:18,2019-10-23 13:52:00,South Shore Dr & 74th St,399,Halsted St & 63rd St,388.0,casual,3,2019-08-13 14:33:18,2019-10-23 13:52:00,2019-08-13,08,13,2019,Tuesday,No,No,No,No,6131922.0,No,No
25501885,2019-10-20 17:10:47,2019-12-29 13:56:30,Clark St & Chicago Ave,337,Ashland Ave & 63rd St,563.0,casual,4,2019-10-20 17:10:47,2019-12-29 13:56:30,2019-10-20,10,20,2019,Sunday,No,No,No,No,6036343.0,No,No
23957269,2019-07-25 15:37:53,2019-10-03 10:14:35,Eggleston Ave & 69th St (*),650,Ashland Ave & 69th St,566.0,member,3,2019-07-25 15:37:53,2019-10-03 10:14:35,2019-07-25,07,25,2019,Thursday,No,No,No,No,6028602.0,No,No
24384093,2019-08-14 21:17:09,2019-10-23 13:51:27,Buckingham Fountain,2,Halsted St & 63rd St,388.0,casual,3,2019-08-14 21:17:09,2019-10-23 13:51:27,2019-08-14,08,14,2019,Wednesday,No,No,No,No,6021258.0,No,No
23936444,2019-07-24 16:19:08,2019-10-01 09:45:14,Michigan Ave & Ida B Wells Dr,45,McCormick Place,62.0,casual,3,2019-07-24 16:19:08,2019-10-01 09:45:14,2019-07-24,07,24,2019,Wednesday,No,No,No,No,5937966.0,No,No
23957600,2019-07-25 15:53:43,2019-09-29 16:55:25,Cicero Ave & Flournoy St,538,California Ave & Lake St,378.0,casual,3,2019-07-25 15:53:43,2019-09-29 16:55:25,2019-07-25,07,25,2019,Thursday,No,No,No,No,5706102.0,No,No
24502935,2019-08-21 12:47:02,2019-10-25 16:20:01,Eckhart Park,86,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-08-21 12:47:02,2019-10-25 16:20:01,2019-08-21,08,21,2019,Wednesday,No,No,No,No,5628779.0,No,No
F4555B8C917E55D3,2020-03-02 17:57:47,2020-05-06 21:11:18,Halsted St & 63rd St,388,Calumet Ave & 33rd St,149.0,member,1,2020-03-02 17:57:47,2020-05-06 21:11:18,2020-03-02,03,02,2020,Monday,No,No,No,No,5627611.0,No,No
24605860,2019-08-26 16:23:26,2019-10-30 14:05:17,Michigan Ave & Madison St,197,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-26 16:23:26,2019-10-30 14:05:17,2019-08-26,08,26,2019,Monday,No,No,No,No,5607711.0,No,No
24323568,2019-08-11 14:45:47,2019-10-15 10:42:01,Leavitt St & Armitage Ave,309,Kedzie Ave & Harrison St,433.0,casual,3,2019-08-11 14:45:47,2019-10-15 10:42:01,2019-08-11,08,11,2019,Sunday,No,No,No,No,5601374.0,No,No
24068787,2019-07-31 06:38:42,2019-10-02 14:19:49,Vernon Ave & 75th St,571,Vernon Ave & 79th St,574.0,casual,3,2019-07-31 06:38:42,2019-10-02 14:19:49,2019-07-31,07,31,2019,Wednesday,No,No,No,No,5470867.0,No,No
63F1D0FB38E8B158,2020-01-26 10:24:05,2020-03-28 22:15:51,Ellis Ave & 53rd St,418,Cottage Grove Ave & 47th St,336.0,casual,1,2020-01-26 10:24:05,2020-03-28 22:15:51,2020-01-26,01,26,2020,Sunday,No,No,No,No,5399506.0,No,No
B02926396CBED16D,2020-02-09 10:23:26,2020-04-11 18:46:05,Carpenter St & 63rd St,648,Wilton Ave & Diversey Pkwy,13.0,casual,1,2020-02-09 10:23:26,2020-04-11 18:46:05,2020-02-09,02,09,2020,Sunday,No,No,No,No,5386959.0,No,No
24549396,2019-08-23 15:43:44,2019-10-24 19:04:57,Lake Shore Dr & Diversey Pkwy,329,Dearborn St & Monroe St,49.0,casual,3,2019-08-23 15:43:44,2019-10-24 19:04:57,2019-08-23,08,23,2019,Friday,No,No,No,No,5368873.0,No,No
23771697,2019-07-15 09:21:51,2019-09-14 16:57:22,Kedzie Ave & Chicago Ave,373,Damen Ave & Melrose Ave,228.0,casual,3,2019-07-15 09:21:51,2019-09-14 16:57:22,2019-07-15,07,15,2019,Monday,No,No,No,No,5297731.0,No,No
24634006,2019-08-28 07:36:25,2019-10-28 10:33:56,Milwaukee Ave & Wabansia Ave,158,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-08-28 07:36:25,2019-10-28 10:33:56,2019-08-28,08,28,2019,Wednesday,No,No,No,No,5281051.0,No,No
24403615,2019-08-15 19:17:33,2019-10-15 06:43:42,Ogden Ave & Chicago Ave,54,Central Ave & Madison St,542.0,member,3,2019-08-15 19:17:33,2019-10-15 06:43:42,2019-08-15,08,15,2019,Thursday,No,No,No,No,5225169.0,No,No
24614715,2019-08-27 08:08:12,2019-10-26 09:39:12,Canal St & Madison St,174,Eberhart Ave & 61st St,431.0,member,3,2019-08-27 08:08:12,2019-10-26 09:39:12,2019-08-27,08,27,2019,Tuesday,No,No,No,No,5189460.0,No,No
25524486,2019-10-22 17:29:59,2019-12-21 12:30:21,Wells St & Polk St,175,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,4,2019-10-22 17:29:59,2019-12-21 12:30:21,2019-10-22,10,22,2019,Tuesday,No,No,No,No,5166022.0,No,No
24243367,2019-08-07 20:27:19,2019-10-05 09:57:18,State St & 35th St,184,Phillips Ave & 83rd St,582.0,casual,3,2019-08-07 20:27:19,2019-10-05 09:57:18,2019-08-07,08,07,2019,Wednesday,No,No,No,No,5059799.0,No,No
24548316,2019-08-23 14:57:44,2019-10-20 15:32:17,State St & 33rd St,148,Ashland Ave & 50th St,555.0,casual,3,2019-08-23 14:57:44,2019-10-20 15:32:17,2019-08-23,08,23,2019,Friday,No,No,No,No,5013273.0,No,No
24235645,2019-08-07 16:52:14,2019-10-03 14:49:02,Indiana Ave & 40th St,201,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-07 16:52:14,2019-10-03 14:49:02,2019-08-07,08,07,2019,Wednesday,No,No,No,No,4917408.0,No,No
23840184,2019-07-19 09:54:43,2019-09-13 10:26:24,Jeffery Blvd & 76th St,395,Rhodes Ave & 71st St,652.0,member,3,2019-07-19 09:54:43,2019-09-13 10:26:24,2019-07-19,07,19,2019,Friday,No,No,No,No,4840301.0,No,No
25491716,2019-10-19 19:22:44,2019-12-14 10:14:15,Clark St & Chicago Ave,337,Central Park Ave & Ogden Ave,438.0,member,4,2019-10-19 19:22:44,2019-12-14 10:14:15,2019-10-19,10,19,2019,Saturday,No,No,No,No,4805491.0,No,No
22201118,2019-04-03 09:44:30,2019-05-28 11:18:28,Sedgwick St & North Ave,118,Central Park Ave & Ogden Ave,438.0,casual,2,2019-04-03 09:44:30,2019-05-28 11:18:28,2019-04-03,04,03,2019,Wednesday,No,No,No,No,4757638.0,No,No
DF955AFE21AA2526,2020-02-08 19:04:12,2020-04-03 19:21:43,Wabash Ave & Grand Ave,199,Wabash Ave & Wacker Pl,194.0,member,1,2020-02-08 19:04:12,2020-04-03 19:21:43,2020-02-08,02,08,2020,Saturday,No,No,No,No,4753051.0,No,No
24398696,2019-08-15 17:10:16,2019-10-09 16:58:03,Wood St & 35th St,369,Seeley Ave & Garfield Blvd,557.0,casual,3,2019-08-15 17:10:16,2019-10-09 16:58:03,2019-08-15,08,15,2019,Thursday,No,No,No,No,4751267.0,No,No
23971489,2019-07-26 08:02:45,2019-09-18 12:04:02,Morgan St & 18th St,14,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-07-26 08:02:45,2019-09-18 12:04:02,2019-07-26,07,26,2019,Friday,No,No,No,No,4680077.0,No,No
23946710,2019-07-24 22:29:01,2019-09-16 07:31:20,Lake Park Ave & 35th St,406,Wentworth Ave & 63rd St,390.0,casual,3,2019-07-24 22:29:01,2019-09-16 07:31:20,2019-07-24,07,24,2019,Wednesday,No,No,No,No,4611739.0,No,No
24791460,2019-09-05 15:58:24,2019-10-28 11:33:46,Field Blvd & South Water St,7,Morgan St & 18th St,14.0,casual,3,2019-09-05 15:58:24,2019-10-28 11:33:46,2019-09-05,09,05,2019,Thursday,No,No,No,No,4563322.0,No,No
23718054,2019-07-12 17:39:50,2019-09-03 11:53:44,Lakefront Trail & Bryn Mawr Ave,459,Halsted St & Roscoe St,299.0,casual,3,2019-07-12 17:39:50,2019-09-03 11:53:44,2019-07-12,07,12,2019,Friday,No,No,No,No,4558434.0,No,No
24558040,2019-08-23 20:47:03,2019-10-15 13:46:28,Kedzie Ave & Chicago Ave,373,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-23 20:47:03,2019-10-15 13:46:28,2019-08-23,08,23,2019,Friday,No,No,No,No,4553965.0,No,No
24596288,2019-08-25 17:26:57,2019-10-17 09:49:24,Indiana Ave & Roosevelt Rd,255,Buckingham Fountain,2.0,casual,3,2019-08-25 17:26:57,2019-10-17 09:49:24,2019-08-25,08,25,2019,Sunday,No,No,No,No,4551747.0,No,No
24245440,2019-08-08 00:29:49,2019-09-29 16:37:15,Ashland Ave & Chicago Ave,350,Wentworth Ave & 63rd St,390.0,casual,3,2019-08-08 00:29:49,2019-09-29 16:37:15,2019-08-08,08,08,2019,Thursday,No,No,No,No,4550846.0,No,No
24007904,2019-07-27 18:54:37,2019-09-18 10:29:02,Cottage Grove Ave & 67th St,429,Jeffery Blvd & 71st St,11.0,casual,3,2019-07-27 18:54:37,2019-09-18 10:29:02,2019-07-27,07,27,2019,Saturday,No,No,No,No,4548865.0,No,No
22521035,2019-05-04 00:26:46,2019-06-25 07:47:12,Damen Ave & Pierce Ave,69,Wood St & Taylor St,317.0,casual,2,2019-05-04 00:26:46,2019-06-25 07:47:12,2019-05-04,05,04,2019,Saturday,No,No,No,No,4519226.0,No,No
37E250880094B435,2020-01-15 12:02:18,2020-03-07 09:05:39,McClurg Ct & Illinois St,26,Cottage Grove Ave & 47th St,336.0,casual,1,2020-01-15 12:02:18,2020-03-07 09:05:39,2020-01-15,01,15,2020,Wednesday,No,No,No,No,4482201.0,No,No
22362106,2019-04-19 08:27:02,2019-06-09 17:40:11,Wacker Dr & Washington St,18,Central Ave & Chicago Ave,550.0,member,2,2019-04-19 08:27:02,2019-06-09 17:40:11,2019-04-19,04,19,2019,Friday,No,No,No,No,4439589.0,No,No
23791236,2019-07-16 10:25:16,2019-09-05 13:03:04,State St & 29th St,193,Wentworth Ave & 63rd St,390.0,casual,3,2019-07-16 10:25:16,2019-09-05 13:03:04,2019-07-16,07,16,2019,Tuesday,No,No,No,No,4415868.0,No,No
24860532,2019-09-09 16:43:08,2019-10-30 14:06:00,Wacker Dr & Washington St,18,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-09-09 16:43:08,2019-10-30 14:06:00,2019-09-09,09,09,2019,Monday,No,No,No,No,4396972.0,No,No
24443990,2019-08-18 02:33:43,2019-10-07 01:04:33,Cottage Grove Ave & 83rd St,585,Kedzie Ave & 21st St,439.0,casual,3,2019-08-18 02:33:43,2019-10-07 01:04:33,2019-08-18,08,18,2019,Sunday,No,No,No,No,4314650.0,No,No
24476309,2019-08-19 19:23:51,2019-10-08 14:41:24,Canal St & Jackson Blvd,75,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-19 19:23:51,2019-10-08 14:41:24,2019-08-19,08,19,2019,Monday,No,No,No,No,4303053.0,No,No
23771693,2019-07-15 09:21:33,2019-09-02 20:14:34,Kedzie Ave & Chicago Ave,373,Wabash Ave & 16th St,72.0,casual,3,2019-07-15 09:21:33,2019-09-02 20:14:34,2019-07-15,07,15,2019,Monday,No,No,No,No,4272781.0,No,No
23713477,2019-07-12 15:41:16,2019-08-30 08:46:03,Clark St & Ida B Wells Dr,50,California Ave & Division St,216.0,casual,3,2019-07-12 15:41:16,2019-08-30 08:46:03,2019-07-12,07,12,2019,Friday,No,No,No,No,4208687.0,No,No
646E9350D169D138,2020-02-11 10:45:29,2020-03-30 17:10:20,State St & Randolph St,44,Clinton St & Madison St,77.0,casual,1,2020-02-11 10:45:29,2020-03-30 17:10:20,2020-02-11,02,11,2020,Tuesday,No,No,No,No,4170291.0,No,No
24722221,2019-09-01 16:38:05,2019-10-19 17:55:40,Cottage Grove Ave & Oakwood Blvd,265,Cottage Grove Ave & 67th St,429.0,casual,3,2019-09-01 16:38:05,2019-10-19 17:55:40,2019-09-01,09,01,2019,Sunday,No,No,No,No,4151855.0,No,No
24153350,2019-08-03 17:28:09,2019-09-20 13:00:18,Calumet Ave & 18th St,338,Jeffery Blvd & 67th St,352.0,casual,3,2019-08-03 17:28:09,2019-09-20 13:00:18,2019-08-03,08,03,2019,Saturday,No,No,No,No,4131129.0,No,No
25533574,2019-10-23 12:54:45,2019-12-10 05:12:06,State St & Pearson St,106,Jeffery Blvd & 71st St,11.0,casual,4,2019-10-23 12:54:45,2019-12-10 05:12:06,2019-10-23,10,23,2019,Wednesday,No,No,No,No,4119441.0,No,No
23773877,2019-07-15 12:40:02,2019-09-01 00:27:00,Lake Park Ave & 35th St,406,Wabash Ave & 87th St,595.0,casual,3,2019-07-15 12:40:02,2019-09-01 00:27:00,2019-07-15,07,15,2019,Monday,No,No,No,No,4103218.0,No,No
24366107,2019-08-14 01:18:46,2019-09-29 12:51:15,Damen Ave & Pierce Ave,69,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-14 01:18:46,2019-09-29 12:51:15,2019-08-14,08,14,2019,Wednesday,No,No,No,No,4015949.0,No,No
2F2661DA74E96A4F,2020-02-01 04:24:36,2020-03-17 18:46:18,Larrabee St & Oak St,364,Christiana Ave & Lawrence Ave,474.0,casual,1,2020-02-01 04:24:36,2020-03-17 18:46:18,2020-02-01,02,01,2020,Saturday,No,No,No,No,3939702.0,No,No
25442561,2019-10-16 13:23:19,2019-11-30 11:58:26,Latrobe Ave & Chicago Ave,642,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,4,2019-10-16 13:23:19,2019-11-30 11:58:26,2019-10-16,10,16,2019,Wednesday,No,No,No,No,3882907.0,No,No
24850565,2019-09-09 01:31:50,2019-10-23 13:44:23,Halsted St & 21st St,135,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-09-09 01:31:50,2019-10-23 13:44:23,2019-09-09,09,09,2019,Monday,No,No,No,No,3845553.0,No,No
24573842,2019-08-24 16:00:21,2019-10-07 21:50:23,Cottage Grove Ave & 43rd St,271,Bennett Ave & 79th St,578.0,casual,3,2019-08-24 16:00:21,2019-10-07 21:50:23,2019-08-24,08,24,2019,Saturday,No,No,No,No,3822602.0,No,No
512EB523CE843168,2020-02-22 14:00:13,2020-04-06 19:38:49,Clinton St & Washington Blvd,91,Sheridan Rd & Loyola Ave,451.0,casual,1,2020-02-22 14:00:13,2020-04-06 19:38:49,2020-02-22,02,22,2020,Saturday,No,No,No,No,3821916.0,No,No
25075794,2019-09-21 00:06:21,2019-11-03 22:54:29,Racine Ave & Garfield Blvd,559,Halsted St & 51st St,384.0,casual,3,2019-09-21 00:06:21,2019-11-03 22:54:29,2019-09-21,09,21,2019,Saturday,No,No,No,No,3797288.0,No,No
25091004,2019-09-22 03:21:33,2019-11-04 08:09:47,Halsted St & Roosevelt Rd,55,Canal St & Taylor St,414.0,casual,3,2019-09-22 03:21:33,2019-11-04 08:09:47,2019-09-22,09,22,2019,Sunday,No,No,No,No,3732494.0,No,No
D9F9B8E39C0C6F13,2020-01-10 11:24:23,2020-02-22 10:19:16,Wabash Ave & Adams St,39,Sheridan Rd & Greenleaf Ave,354.0,casual,1,2020-01-10 11:24:23,2020-02-22 10:19:16,2020-01-10,01,10,2020,Friday,No,No,No,No,3711293.0,No,No
24165462,2019-08-04 12:02:18,2019-09-16 09:16:01,Michigan Ave & Washington St,43,MLK Jr Dr & 29th St,237.0,casual,3,2019-08-04 12:02:18,2019-09-16 09:16:01,2019-08-04,08,04,2019,Sunday,No,No,No,No,3705223.0,No,No
24283156,2019-08-09 17:15:47,2019-09-21 07:33:18,Canal St & Madison St,174,Museum of Science and Industry,424.0,casual,3,2019-08-09 17:15:47,2019-09-21 07:33:18,2019-08-09,08,09,2019,Friday,No,No,No,No,3680251.0,No,No
23734006,2019-07-13 13:50:46,2019-08-24 10:16:02,Orleans St & Merchandise Mart Plaza,100,Central Park Ave & North Ave,508.0,member,3,2019-07-13 13:50:46,2019-08-24 10:16:02,2019-07-13,07,13,2019,Saturday,No,No,No,No,3615916.0,No,No
24153221,2019-08-03 17:24:11,2019-09-13 17:40:58,Larrabee St & Division St,359,Halsted St & Clybourn Ave,331.0,casual,3,2019-08-03 17:24:11,2019-09-13 17:40:58,2019-08-03,08,03,2019,Saturday,No,No,No,No,3543407.0,No,No
24327687,2019-08-11 17:15:59,2019-09-21 15:04:47,Daley Center Plaza,81,University Ave & 57th St,423.0,casual,3,2019-08-11 17:15:59,2019-09-21 15:04:47,2019-08-11,08,11,2019,Sunday,No,No,No,No,3534528.0,No,No
24573837,2019-08-24 16:00:07,2019-10-04 13:23:14,Cottage Grove Ave & 43rd St,271,Calumet Ave & 51st St,415.0,casual,3,2019-08-24 16:00:07,2019-10-04 13:23:14,2019-08-24,08,24,2019,Saturday,No,No,No,No,3532987.0,No,No
25600899,2019-10-29 17:48:26,2019-12-09 08:33:11,Damen Ave & Pierce Ave,69,Central Park Ave & Ogden Ave,438.0,casual,4,2019-10-29 17:48:26,2019-12-09 08:33:11,2019-10-29,10,29,2019,Tuesday,No,No,No,No,3509085.0,No,No
24493483,2019-08-20 19:55:41,2019-09-29 17:23:21,Orleans St & Elm St,23,Clark St & Elm St,176.0,casual,3,2019-08-20 19:55:41,2019-09-29 17:23:21,2019-08-20,08,20,2019,Tuesday,No,No,No,No,3446860.0,No,No
24153234,2019-08-03 17:24:22,2019-09-12 13:37:17,Larrabee St & Division St,359,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-03 17:24:22,2019-09-12 13:37:17,2019-08-03,08,03,2019,Saturday,No,No,No,No,3442375.0,No,No
521ED57F8F53EA89,2020-03-27 19:12:08,2020-05-06 13:22:18,Delano Ct & Roosevelt Rd,626,Racine Ave & Randolph St,88.0,casual,1,2020-03-27 19:12:08,2020-05-06 13:22:18,2020-03-27,03,27,2020,Friday,No,No,No,No,3435010.0,No,No
24527427,2019-08-22 16:14:59,2019-10-01 09:45:14,Cicero Ave & Lake St,529,McCormick Place,62.0,casual,3,2019-08-22 16:14:59,2019-10-01 09:45:14,2019-08-22,08,22,2019,Thursday,No,No,No,No,3432615.0,No,No
6C6C8CFB045D123C,2020-03-27 22:53:09,2020-05-06 14:50:45,Kostner Ave & Lake St,536,Central Ave & Harrison St,541.0,casual,1,2020-03-27 22:53:09,2020-05-06 14:50:45,2020-03-27,03,27,2020,Friday,No,No,No,No,3427056.0,No,No
23968003,2019-07-25 21:57:51,2019-09-03 13:22:17,Clark St & Lincoln Ave,141,Latrobe Ave & Chicago Ave,642.0,casual,3,2019-07-25 21:57:51,2019-09-03 13:22:17,2019-07-25,07,25,2019,Thursday,No,No,No,No,3425066.0,No,No
E811F8A7EFA0C4B4,2020-01-23 12:12:34,2020-03-02 18:01:00,Sedgwick St & North Ave,118,Kedzie Ave & Lake St,377.0,casual,1,2020-01-23 12:12:34,2020-03-02 18:01:00,2020-01-23,01,23,2020,Thursday,No,No,No,No,3390506.0,No,No
23652358,2019-07-09 19:02:38,2019-08-17 22:09:22,Lake Park Ave & 47th St,267,Cottage Grove Ave & 78th St,575.0,casual,3,2019-07-09 19:02:38,2019-08-17 22:09:22,2019-07-09,07,09,2019,Tuesday,No,No,No,No,3380804.0,No,No
22533489,2019-05-04 21:50:42,2019-06-12 13:55:07,Wells St & Huron St,53,DIVVY Map Frame B/C Station,360.0,casual,2,2019-05-04 21:50:42,2019-06-12 13:55:07,2019-05-04,05,04,2019,Saturday,No,No,No,No,3341065.0,No,No
23723730,2019-07-12 22:24:38,2019-08-20 11:08:05,Ashland Ave & Lake St,119,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-07-12 22:24:38,2019-08-20 11:08:05,2019-07-12,07,12,2019,Friday,No,No,No,No,3329007.0,No,No
24601045,2019-08-26 02:28:13,2019-10-03 14:46:09,Damen Ave & Pierce Ave,69,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,member,3,2019-08-26 02:28:13,2019-10-03 14:46:09,2019-08-26,08,26,2019,Monday,No,No,No,No,3327476.0,No,No
24118313,2019-08-02 11:00:03,2019-09-09 20:17:38,MLK Jr Dr & 56th St,421,Evans Ave & 75th St,570.0,casual,3,2019-08-02 11:00:03,2019-09-09 20:17:38,2019-08-02,08,02,2019,Friday,No,No,No,No,3316655.0,No,No
25764499,2019-11-23 14:56:24,2019-12-31 21:37:49,Clinton St & Jackson Blvd,638,California Ave & Division St,216.0,casual,4,2019-11-23 14:56:24,2019-12-31 21:37:49,2019-11-23,11,23,2019,Saturday,No,No,No,No,3307285.0,No,No
25687590,2019-11-10 14:26:07,2019-12-18 12:50:31,LaSalle St & Jackson Blvd,283,Kedzie Ave & Lake St,377.0,casual,4,2019-11-10 14:26:07,2019-12-18 12:50:31,2019-11-10,11,10,2019,Sunday,No,No,No,No,3277464.0,No,No
24556276,2019-08-23 18:59:19,2019-09-30 14:01:49,Marshfield Ave & Cortland St,58,HUBBARD ST BIKE CHECKING (LBS-WH-TEST),671.0,casual,3,2019-08-23 18:59:19,2019-09-30 14:01:49,2019-08-23,08,23,2019,Friday,No,No,No,No,3265350.0,No,No
